Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-3672,2023-07-27,2023-07-31,Same Day,CUS-1369,Customer_76,Home Office,North,Technology,Printer,Printer - Technology,3392.5,3,0.0,1087.58
ORD-3673,2022-08-22,2022-08-29,Second Class,CUS-1027,Customer_271,Consumer,North,Office Supplies,Staplers,Staplers - Office Supplies,352.6,4,0.2,113.85
ORD-3674,2023-06-25,2023-06-28,Second Class,CUS-1627,Customer_322,Consumer,West,Furniture,Desk,Desk - Furniture,442.8,2,0.05,71.53
ORD-3675,2024-01-03,2024-01-06,Same Day,CUS-1604,Customer_187,Corporate,North,Technology,Mouse,Mouse - Technology,2962.96,3,0.0,473.14
ORD-3676,2022-12-23,2022-12-24,First Class,CUS-1433,Customer_495,Home Office,West,Office Supplies,Folders,Folders - Office Supplies,55.47,8,0.2,20.06
ORD-3677,2023-06-06,2023-06-11,First Class,CUS-1286,Customer_123,Consumer,East,Technology,Keyboard,Keyboard - Technology,939.82,2,0.05,312.29
ORD-3678,2022-06-07,2022-06-10,First Class,CUS-1203,Customer_445,Home Office,Central,Technology,Keyboard,Keyboard - Technology,706.15,1,0.0,127.05
ORD-3679,2022-10-29,2022-11-01,Second Class,CUS-1061,Customer_408,Corporate,East,Office Supplies,Folders,Folders - Office Supplies,137.26,3,0.0,65.01
ORD-3680,2022-10-29,2022-11-04,Same Day,CUS-1192,Customer_453,Home Office,East,Furniture,Cabinet,Cabinet - Furniture,989.8,4,0.2,146.98
ORD-3681,2024-06-17,2024-06-18,Second Class,CUS-1754,Customer_288,Home Office,Central,Office Supplies,Folders,Folders - Office Supplies,388.39,8,0.1,136.8
ORD-3682,2022-10-07,2022-10-11,Second Class,CUS-1699,Customer_187,Home Office,North,Office Supplies,Paper,Paper - Office Supplies,451.29,5,0.0,166.88
ORD-3683,2024-02-24,2024-02-29,Same Day,CUS-1037,Customer_270,Consumer,South,Technology,Keyboard,Keyboard - Technology,2158.8,2,0.05,691.52
ORD-3684,2023-04-27,2023-04-30,Standard Class,CUS-1843,Customer_399,Corporate,West,Office Supplies,Paper,Paper - Office Supplies,103.14,3,0.0,43.18
ORD-3685,2022-07-01,2022-07-06,Second Class,CUS-1547,Customer_107,Consumer,West,Technology,Keyboard,Keyboard - Technology,570.12,2,0.15,93.77
ORD-3686,2022-08-07,2022-08-14,Second Class,CUS-1184,Customer_289,Corporate,North,Technology,Laptop,Laptop - Technology,1613.34,2,0.0,466.42
ORD-3687,2023-04-19,2023-04-20,First Class,CUS-1464,Customer_311,Corporate,Central,Technology,Laptop,Laptop - Technology,2304.79,2,0.0,501.1
ORD-3688,2024-07-19,2024-07-24,Same Day,CUS-1239,Customer_214,Consumer,Central,Furniture,Bookshelf,Bookshelf - Furniture,1327.52,2,0.05,225.74
ORD-3689,2022-12-27,2022-12-31,First Class,CUS-1072,Customer_482,Consumer,South,Furniture,Cabinet,Cabinet - Furniture,720.1,1,0.1,150.45
ORD-3690,2024-09-20,2024-09-25,Second Class,CUS-1476,Customer_441,Corporate,Central,Technology,Keyboard,Keyboard - Technology,1362.66,2,0.0,339.17
ORD-3691,2023-10-24,2023-10-30,Second Class,CUS-1362,Customer_401,Home Office,North,Office Supplies,Paper,Paper - Office Supplies,359.76,4,0.0,121.93
ORD-3692,2023-07-22,2023-07-24,Second Class,CUS-1387,Customer_178,Corporate,South,Furniture,Chair,Chair - Furniture,1457.7,2,0.0,229.29
ORD-3693,2023-04-20,2023-04-25,Second Class,CUS-1875,Customer_185,Corporate,South,Technology,Monitor,Monitor - Technology,1005.65,1,0.0,197.02
ORD-3694,2022-06-23,2022-06-24,Second Class,CUS-1543,Customer_63,Consumer,East,Furniture,Desk,Desk - Furniture,1423.42,3,0.0,337.61
ORD-3695,2022-11-05,2022-11-10,Second Class,CUS-1210,Customer_278,Home Office,West,Furniture,Table,Table - Furniture,1187.64,3,0.0,296.52
ORD-3696,2023-12-01,2023-12-07,First Class,CUS-1001,Customer_133,Consumer,East,Technology,Keyboard,Keyboard - Technology,534.64,2,0.1,105.62
ORD-3697,2023-10-21,2023-10-27,Second Class,CUS-1000,Customer_351,Consumer,South,Office Supplies,Staplers,Staplers - Office Supplies,414.2,7,0.0,144.32
ORD-3698,2022-05-17,2022-05-24,Standard Class,CUS-1206,Customer_229,Corporate,South,Furniture,Cabinet,Cabinet - Furniture,370.59,1,0.15,33.34
ORD-3699,2023-08-04,2023-08-10,Standard Class,CUS-1797,Customer_334,Home Office,North,Furniture,Bookshelf,Bookshelf - Furniture,767.67,4,0.15,141.46
ORD-3700,2024-07-08,2024-07-11,Second Class,CUS-1476,Customer_438,Corporate,South,Technology,Monitor,Monitor - Technology,1012.81,1,0.2,135.44
ORD-3701,2024-07-20,2024-07-24,Same Day,CUS-1657,Customer_336,Home Office,East,Furniture,Table,Table - Furniture,2748.05,4,0.1,274.8
ORD-3702,2024-01-06,2024-01-11,Same Day,CUS-1268,Customer_146,Corporate,West,Technology,Printer,Printer - Technology,1161.19,1,0.0,391.59
ORD-3703,2023-05-14,2023-05-20,Same Day,CUS-1018,Customer_495,Home Office,South,Office Supplies,Staplers,Staplers - Office Supplies,74.77,1,0.15,28.41
ORD-3704,2022-12-21,2022-12-28,First Class,CUS-1835,Customer_335,Consumer,South,Technology,Monitor,Monitor - Technology,883.13,2,0.0,178.63
ORD-3705,2023-08-10,2023-08-17,First Class,CUS-1379,Customer_180,Corporate,Central,Office Supplies,Staplers,Staplers - Office Supplies,412.1,6,0.0,157.53
ORD-3706,2023-02-25,2023-03-01,Same Day,CUS-1780,Customer_33,Corporate,North,Furniture,Table,Table - Furniture,1018.52,2,0.0,116.96
ORD-3707,2023-11-25,2023-11-30,First Class,CUS-1272,Customer_459,Corporate,East,Office Supplies,Staplers,Staplers - Office Supplies,111.11,4,0.05,32.42
ORD-3708,2024-03-30,2024-04-04,First Class,CUS-1839,Customer_172,Consumer,East,Technology,Laptop,Laptop - Technology,577.33,1,0.1,101.24
ORD-3709,2023-09-27,2023-09-30,Second Class,CUS-1689,Customer_461,Home Office,East,Furniture,Cabinet,Cabinet - Furniture,1304.77,3,0.05,300.04
ORD-3710,2022-11-04,2022-11-08,Second Class,CUS-1750,Customer_10,Home Office,West,Technology,Laptop,Laptop - Technology,150.38,3,0.0,34.84
ORD-3711,2022-11-17,2022-11-23,Same Day,CUS-1105,Customer_91,Corporate,East,Office Supplies,Pens,Pens - Office Supplies,166.84,2,0.15,68.5
ORD-3712,2023-04-05,2023-04-07,Second Class,CUS-1970,Customer_313,Corporate,Central,Furniture,Chair,Chair - Furniture,1253.62,3,0.0,292.84
ORD-3713,2022-01-14,2022-01-19,First Class,CUS-1807,Customer_140,Corporate,Central,Office Supplies,Pens,Pens - Office Supplies,109.32,8,0.0,41.3
ORD-3714,2024-09-14,2024-09-16,Second Class,CUS-1415,Customer_456,Consumer,South,Furniture,Chair,Chair - Furniture,1628.35,3,0.05,282.1
ORD-3715,2022-01-25,2022-02-01,Second Class,CUS-1100,Customer_1,Consumer,Central,Technology,Printer,Printer - Technology,978.98,1,0.1,211.12
ORD-3716,2022-12-17,2022-12-24,First Class,CUS-1185,Customer_127,Corporate,West,Furniture,Bookshelf,Bookshelf - Furniture,2100.88,3,0.1,458.98
ORD-3717,2024-07-16,2024-07-20,Standard Class,CUS-1800,Customer_28,Corporate,East,Technology,Mouse,Mouse - Technology,1114.9,1,0.15,221.01
ORD-3718,2022-12-17,2022-12-20,Standard Class,CUS-1154,Customer_380,Home Office,Central,Furniture,Desk,Desk - Furniture,478.15,4,0.15,84.69
ORD-3719,2022-07-19,2022-07-25,First Class,CUS-1996,Customer_189,Home Office,West,Office Supplies,Pens,Pens - Office Supplies,632.82,8,0.05,295.37
ORD-3720,2024-02-23,2024-02-28,Same Day,CUS-1567,Customer_383,Home Office,Central,Office Supplies,Pens,Pens - Office Supplies,32.14,2,0.1,10.98
ORD-3721,2023-10-26,2023-10-28,Same Day,CUS-1466,Customer_261,Corporate,Central,Office Supplies,Staplers,Staplers - Office Supplies,653.49,9,0.15,269.58
ORD-3722,2023-08-19,2023-08-22,Standard Class,CUS-1399,Customer_374,Home Office,South,Office Supplies,Paper,Paper - Office Supplies,333.3,7,0.0,119.12
ORD-3723,2024-11-01,2024-11-08,First Class,CUS-1375,Customer_15,Consumer,South,Office Supplies,Folders,Folders - Office Supplies,461.4,5,0.05,212.12
ORD-3724,2022-03-24,2022-03-25,Standard Class,CUS-1604,Customer_283,Consumer,South,Office Supplies,Pens,Pens - Office Supplies,52.61,1,0.1,19.88
ORD-3725,2022-08-26,2022-08-29,Second Class,CUS-1228,Customer_421,Home Office,East,Office Supplies,Binders,Binders - Office Supplies,95.18,3,0.0,33.38
ORD-3726,2023-08-06,2023-08-12,First Class,CUS-1632,Customer_6,Corporate,South,Technology,Mouse,Mouse - Technology,241.82,1,0.0,45.59
ORD-3727,2024-02-19,2024-02-26,Second Class,CUS-1548,Customer_213,Home Office,North,Technology,Monitor,Monitor - Technology,1776.52,3,0.0,360.68
ORD-3728,2023-05-02,2023-05-07,First Class,CUS-1365,Customer_182,Consumer,East,Technology,Keyboard,Keyboard - Technology,2364.27,2,0.05,718.6
ORD-3729,2022-05-27,2022-06-02,Standard Class,CUS-1678,Customer_189,Corporate,North,Furniture,Cabinet,Cabinet - Furniture,1629.39,3,0.1,309.34
ORD-3730,2024-12-08,2024-12-11,Second Class,CUS-1682,Customer_36,Consumer,Central,Technology,Monitor,Monitor - Technology,2576.71,3,0.1,682.28
ORD-3731,2023-10-04,2023-10-11,First Class,CUS-1969,Customer_354,Consumer,Central,Technology,Monitor,Monitor - Technology,672.31,2,0.0,169.85
ORD-3732,2023-08-31,2023-09-02,Same Day,CUS-1702,Customer_7,Home Office,West,Office Supplies,Pens,Pens - Office Supplies,468.77,5,0.1,149.78
ORD-3733,2024-04-05,2024-04-11,First Class,CUS-1523,Customer_168,Corporate,North,Furniture,Desk,Desk - Furniture,1183.5,2,0.1,169.24
ORD-3734,2024-05-04,2024-05-10,First Class,CUS-1216,Customer_227,Consumer,North,Furniture,Chair,Chair - Furniture,1661.03,3,0.0,369.88
ORD-3735,2024-11-15,2024-11-18,First Class,CUS-1797,Customer_212,Corporate,South,Furniture,Bookshelf,Bookshelf - Furniture,1100.5,2,0.05,139.11
ORD-3736,2024-12-13,2024-12-16,First Class,CUS-1545,Customer_281,Home Office,West,Office Supplies,Binders,Binders - Office Supplies,70.51,3,0.05,20.68
ORD-3737,2023-07-09,2023-07-15,First Class,CUS-1954,Customer_325,Home Office,Central,Furniture,Bookshelf,Bookshelf - Furniture,256.84,1,0.05,39.06
ORD-3738,2022-10-17,2022-10-19,Standard Class,CUS-1506,Customer_151,Corporate,South,Office Supplies,Paper,Paper - Office Supplies,192.53,2,0.1,57.04
ORD-3739,2022-07-31,2022-08-01,Same Day,CUS-1255,Customer_478,Consumer,Central,Office Supplies,Paper,Paper - Office Supplies,220.72,3,0.2,79.58
ORD-3740,2023-11-07,2023-11-13,First Class,CUS-1744,Customer_308,Consumer,West,Technology,Mouse,Mouse - Technology,864.15,2,0.05,162.55
ORD-3741,2023-07-27,2023-07-28,Standard Class,CUS-1959,Customer_207,Consumer,East,Office Supplies,Pens,Pens - Office Supplies,206.12,6,0.0,74.54
ORD-3742,2022-06-15,2022-06-22,First Class,CUS-1992,Customer_238,Corporate,East,Technology,Monitor,Monitor - Technology,1101.09,3,0.2,179.74
ORD-3743,2023-09-12,2023-09-13,Second Class,CUS-1006,Customer_216,Corporate,Central,Technology,Monitor,Monitor - Technology,732.19,1,0.1,156.92
ORD-3744,2023-11-12,2023-11-14,First Class,CUS-1113,Customer_185,Home Office,Central,Technology,Keyboard,Keyboard - Technology,967.38,1,0.0,279.43
ORD-3745,2024-07-09,2024-07-14,Second Class,CUS-1116,Customer_374,Consumer,Central,Technology,Printer,Printer - Technology,1012.77,2,0.0,200.46
ORD-3746,2022-03-01,2022-03-02,Standard Class,CUS-1605,Customer_383,Home Office,East,Furniture,Cabinet,Cabinet - Furniture,1125.1,4,0.0,145.6
ORD-3747,2024-09-16,2024-09-20,Second Class,CUS-1677,Customer_247,Home Office,North,Technology,Monitor,Monitor - Technology,2012.56,3,0.1,472.13
ORD-3748,2024-01-08,2024-01-12,Same Day,CUS-1312,Customer_432,Consumer,North,Office Supplies,Folders,Folders - Office Supplies,208.1,5,0.05,75.01
ORD-3749,2024-07-14,2024-07-17,First Class,CUS-1628,Customer_304,Corporate,West,Office Supplies,Staplers,Staplers - Office Supplies,36.6,2,0.1,13.21
ORD-3750,2024-10-25,2024-10-28,Same Day,CUS-1872,Customer_141,Consumer,North,Office Supplies,Folders,Folders - Office Supplies,374.81,5,0.05,120.68
ORD-3751,2024-01-04,2024-01-06,Standard Class,CUS-1010,Customer_273,Consumer,South,Furniture,Table,Table - Furniture,1710.18,3,0.0,258.0
ORD-3752,2023-02-15,2023-02-19,First Class,CUS-1926,Customer_16,Home Office,North,Office Supplies,Binders,Binders - Office Supplies,69.21,8,0.0,22.23
ORD-3753,2023-07-11,2023-07-14,First Class,CUS-1876,Customer_110,Consumer,Central,Technology,Mouse,Mouse - Technology,80.9,1,0.2,10.14
ORD-3754,2022-08-11,2022-08-13,Second Class,CUS-1295,Customer_213,Corporate,South,Furniture,Chair,Chair - Furniture,980.23,3,0.0,137.64
ORD-3755,2022-10-22,2022-10-25,First Class,CUS-1021,Customer_78,Consumer,East,Furniture,Bookshelf,Bookshelf - Furniture,3072.91,4,0.0,699.21
ORD-3756,2024-03-23,2024-03-26,Standard Class,CUS-1471,Customer_395,Home Office,North,Office Supplies,Pens,Pens - Office Supplies,549.33,8,0.1,239.65
ORD-3757,2022-08-01,2022-08-03,Standard Class,CUS-1198,Customer_102,Corporate,North,Office Supplies,Binders,Binders - Office Supplies,170.98,6,0.05,68.09
ORD-3758,2023-04-24,2023-04-27,First Class,CUS-1515,Customer_184,Consumer,Central,Office Supplies,Paper,Paper - Office Supplies,655.01,9,0.05,269.94
ORD-3759,2024-01-29,2024-01-31,First Class,CUS-1729,Customer_114,Corporate,East,Technology,Monitor,Monitor - Technology,1835.81,2,0.0,381.98
ORD-3760,2023-04-08,2023-04-12,First Class,CUS-1835,Customer_338,Consumer,West,Furniture,Chair,Chair - Furniture,888.43,3,0.1,97.53
ORD-3761,2024-06-26,2024-06-28,Second Class,CUS-1337,Customer_30,Consumer,Central,Technology,Mouse,Mouse - Technology,366.89,1,0.2,67.82
ORD-3762,2023-04-02,2023-04-08,Second Class,CUS-1760,Customer_464,Corporate,East,Furniture,Cabinet,Cabinet - Furniture,1459.11,2,0.05,321.75
ORD-3763,2022-09-13,2022-09-19,First Class,CUS-1044,Customer_46,Consumer,West,Furniture,Desk,Desk - Furniture,1550.14,4,0.05,332.04
ORD-3764,2024-07-01,2024-07-02,Same Day,CUS-1570,Customer_170,Corporate,South,Furniture,Cabinet,Cabinet - Furniture,895.23,3,0.1,97.68
ORD-3765,2022-05-09,2022-05-14,Second Class,CUS-1848,Customer_227,Consumer,North,Furniture,Chair,Chair - Furniture,1543.32,3,0.0,211.33
ORD-3766,2022-06-26,2022-06-29,Same Day,CUS-1534,Customer_95,Home Office,North,Furniture,Bookshelf,Bookshelf - Furniture,1285.47,3,0.1,252.78
ORD-3767,2023-07-30,2023-07-31,Standard Class,CUS-1973,Customer_285,Consumer,West,Furniture,Cabinet,Cabinet - Furniture,649.62,1,0.1,127.64
ORD-3768,2024-06-02,2024-06-05,Standard Class,CUS-1082,Customer_20,Corporate,East,Technology,Printer,Printer - Technology,801.61,1,0.0,126.83
ORD-3769,2024-04-20,2024-04-25,Standard Class,CUS-1136,Customer_267,Corporate,North,Furniture,Cabinet,Cabinet - Furniture,2528.72,4,0.15,409.8
ORD-3770,2022-10-09,2022-10-11,Second Class,CUS-1998,Customer_363,Consumer,Central,Office Supplies,Binders,Binders - Office Supplies,643.91,9,0.0,307.9
ORD-3771,2022-01-22,2022-01-29,Standard Class,CUS-1123,Customer_453,Corporate,South,Furniture,Cabinet,Cabinet - Furniture,360.7,1,0.05,57.81
ORD-3772,2022-09-23,2022-09-27,First Class,CUS-1411,Customer_101,Corporate,West,Office Supplies,Folders,Folders - Office Supplies,271.68,4,0.1,105.85
ORD-3773,2022-04-17,2022-04-24,Same Day,CUS-1544,Customer_214,Home Office,West,Office Supplies,Pens,Pens - Office Supplies,149.28,3,0.0,56.08
ORD-3774,2023-10-10,2023-10-17,First Class,CUS-1586,Customer_128,Corporate,Central,Technology,Mouse,Mouse - Technology,190.12,2,0.05,47.51
ORD-3775,2022-06-01,2022-06-03,Second Class,CUS-1095,Customer_10,Consumer,East,Furniture,Table,Table - Furniture,2079.15,3,0.15,200.67
ORD-3776,2023-01-09,2023-01-12,Same Day,CUS-1128,Customer_289,Home Office,East,Office Supplies,Paper,Paper - Office Supplies,163.34,5,0.0,69.59
ORD-3777,2023-03-31,2023-04-02,Standard Class,CUS-1415,Customer_72,Consumer,East,Office Supplies,Pens,Pens - Office Supplies,436.22,7,0.2,166.48
ORD-3778,2023-09-13,2023-09-17,Same Day,CUS-1642,Customer_387,Corporate,East,Office Supplies,Folders,Folders - Office Supplies,137.69,2,0.05,44.51
ORD-3779,2022-12-29,2023-01-02,First Class,CUS-1804,Customer_32,Consumer,Central,Furniture,Cabinet,Cabinet - Furniture,829.5,4,0.1,148.25
ORD-3780,2023-07-09,2023-07-16,Standard Class,CUS-1774,Customer_397,Corporate,East,Furniture,Chair,Chair - Furniture,740.91,2,0.2,76.64
ORD-3781,2022-12-28,2023-01-01,First Class,CUS-1275,Customer_233,Corporate,South,Technology,Printer,Printer - Technology,488.09,1,0.0,128.67
ORD-3782,2024-10-26,2024-11-02,Same Day,CUS-1880,Customer_121,Consumer,East,Furniture,Cabinet,Cabinet - Furniture,1304.09,2,0.05,204.41
ORD-3783,2024-07-18,2024-07-23,First Class,CUS-1555,Customer_174,Corporate,South,Furniture,Chair,Chair - Furniture,1050.31,2,0.1,200.83
ORD-3784,2022-01-14,2022-01-18,Standard Class,CUS-1354,Customer_47,Corporate,West,Technology,Laptop,Laptop - Technology,814.0,2,0.0,194.59
ORD-3785,2024-04-26,2024-04-29,First Class,CUS-1968,Customer_169,Home Office,Central,Office Supplies,Binders,Binders - Office Supplies,127.38,2,0.0,44.32
ORD-3786,2022-11-26,2022-12-02,Same Day,CUS-1301,Customer_472,Consumer,East,Office Supplies,Staplers,Staplers - Office Supplies,17.55,2,0.0,5.46
ORD-3787,2023-01-29,2023-02-05,First Class,CUS-1281,Customer_35,Corporate,South,Technology,Printer,Printer - Technology,1601.73,2,0.2,237.27
ORD-3788,2022-02-26,2022-03-03,Standard Class,CUS-1225,Customer_222,Consumer,Central,Technology,Mouse,Mouse - Technology,155.94,1,0.05,38.27
ORD-3789,2024-04-15,2024-04-16,Same Day,CUS-1289,Customer_224,Home Office,North,Furniture,Chair,Chair - Furniture,632.7,1,0.0,117.17
ORD-3790,2022-08-02,2022-08-07,Standard Class,CUS-1290,Customer_248,Corporate,Central,Office Supplies,Binders,Binders - Office Supplies,35.56,7,0.2,10.76
ORD-3791,2023-08-22,2023-08-23,Second Class,CUS-1464,Customer_419,Consumer,Central,Technology,Monitor,Monitor - Technology,2019.54,3,0.15,377.76
ORD-3792,2022-03-28,2022-03-31,Same Day,CUS-1024,Customer_52,Home Office,West,Technology,Printer,Printer - Technology,189.92,1,0.0,53.62
ORD-3793,2023-07-16,2023-07-18,Standard Class,CUS-1105,Customer_216,Corporate,South,Technology,Monitor,Monitor - Technology,768.12,2,0.05,136.76
ORD-3794,2024-02-16,2024-02-23,Second Class,CUS-1388,Customer_198,Home Office,West,Office Supplies,Paper,Paper - Office Supplies,878.83,9,0.0,368.19
ORD-3795,2022-07-21,2022-07-24,Standard Class,CUS-1194,Customer_188,Home Office,Central,Furniture,Cabinet,Cabinet - Furniture,474.61,4,0.1,47.76
ORD-3796,2022-02-16,2022-02-18,First Class,CUS-1679,Customer_119,Home Office,West,Technology,Laptop,Laptop - Technology,941.9,3,0.0,207.2
ORD-3797,2022-08-07,2022-08-12,First Class,CUS-1885,Customer_447,Corporate,East,Technology,Printer,Printer - Technology,1182.55,1,0.1,222.63
ORD-3798,2023-02-18,2023-02-25,Same Day,CUS-1238,Customer_199,Corporate,Central,Furniture,Table,Table - Furniture,397.48,3,0.15,79.67
ORD-3799,2023-07-31,2023-08-04,Same Day,CUS-1624,Customer_339,Home Office,East,Technology,Mouse,Mouse - Technology,1629.47,2,0.0,360.75
ORD-3800,2023-09-21,2023-09-26,Standard Class,CUS-1740,Customer_199,Corporate,West,Technology,Keyboard,Keyboard - Technology,1306.51,3,0.0,397.47
ORD-3801,2024-07-02,2024-07-04,Standard Class,CUS-1013,Customer_142,Consumer,Central,Furniture,Desk,Desk - Furniture,203.37,1,0.15,19.73
ORD-3802,2024-06-26,2024-07-01,Standard Class,CUS-1144,Customer_436,Consumer,Central,Technology,Monitor,Monitor - Technology,2144.51,2,0.0,701.69
ORD-3803,2022-03-23,2022-03-27,Same Day,CUS-1796,Customer_297,Corporate,East,Office Supplies,Folders,Folders - Office Supplies,389.01,6,0.0,122.76
ORD-3804,2022-12-27,2023-01-03,First Class,CUS-1901,Customer_272,Consumer,Central,Furniture,Cabinet,Cabinet - Furniture,817.63,3,0.05,116.29
ORD-3805,2022-09-15,2022-09-21,First Class,CUS-1756,Customer_250,Home Office,South,Office Supplies,Binders,Binders - Office Supplies,358.86,4,0.05,159.69
ORD-3806,2023-07-28,2023-07-29,Same Day,CUS-1196,Customer_257,Home Office,West,Furniture,Bookshelf,Bookshelf - Furniture,870.4,3,0.0,153.37
ORD-3807,2022-08-23,2022-08-26,Same Day,CUS-1244,Customer_313,Consumer,Central,Technology,Mouse,Mouse - Technology,152.68,2,0.05,22.8
ORD-3808,2024-03-29,2024-04-04,Standard Class,CUS-1422,Customer_419,Consumer,East,Technology,Monitor,Monitor - Technology,409.35,2,0.1,72.11
ORD-3809,2022-02-13,2022-02-20,Second Class,CUS-1109,Customer_41,Consumer,East,Office Supplies,Folders,Folders - Office Supplies,174.57,7,0.0,80.68
ORD-3810,2022-11-02,2022-11-06,Standard Class,CUS-1245,Customer_239,Consumer,Central,Furniture,Table,Table - Furniture,495.95,1,0.0,79.81
ORD-3811,2023-12-25,2023-12-26,Standard Class,CUS-1763,Customer_63,Consumer,North,Office Supplies,Staplers,Staplers - Office Supplies,99.23,4,0.05,41.48
ORD-3812,2023-08-17,2023-08-22,First Class,CUS-1375,Customer_226,Corporate,East,Technology,Printer,Printer - Technology,150.16,2,0.0,23.98
ORD-3813,2022-01-25,2022-01-27,Same Day,CUS-1962,Customer_360,Corporate,Central,Technology,Monitor,Monitor - Technology,1437.41,2,0.15,330.17
ORD-3814,2022-12-11,2022-12-14,First Class,CUS-1258,Customer_87,Home Office,Central,Office Supplies,Paper,Paper - Office Supplies,215.85,6,0.0,97.43
ORD-3815,2022-07-05,2022-07-10,Second Class,CUS-1815,Customer_281,Consumer,South,Technology,Printer,Printer - Technology,748.35,1,0.15,144.26
ORD-3816,2022-09-16,2022-09-23,First Class,CUS-1437,Customer_456,Consumer,North,Technology,Laptop,Laptop - Technology,3474.14,3,0.1,724.05
ORD-3817,2023-09-16,2023-09-18,Standard Class,CUS-1135,Customer_409,Home Office,South,Furniture,Table,Table - Furniture,372.62,1,0.1,38.89
ORD-3818,2023-02-14,2023-02-15,First Class,CUS-1824,Customer_220,Home Office,Central,Office Supplies,Binders,Binders - Office Supplies,726.49,9,0.1,315.97
ORD-3819,2023-11-16,2023-11-21,Second Class,CUS-1360,Customer_321,Consumer,South,Office Supplies,Staplers,Staplers - Office Supplies,79.75,8,0.0,25.11
ORD-3820,2022-01-24,2022-01-29,Standard Class,CUS-1351,Customer_414,Corporate,Central,Technology,Keyboard,Keyboard - Technology,130.82,1,0.05,29.54
ORD-3821,2023-04-30,2023-05-03,Second Class,CUS-1528,Customer_371,Corporate,West,Furniture,Table,Table - Furniture,227.86,2,0.15,43.49
ORD-3822,2022-10-28,2022-10-29,Same Day,CUS-1242,Customer_106,Home Office,North,Office Supplies,Paper,Paper - Office Supplies,28.84,4,0.15,7.48
ORD-3823,2022-01-21,2022-01-27,Same Day,CUS-1112,Customer_476,Home Office,Central,Office Supplies,Folders,Folders - Office Supplies,290.13,5,0.1,115.85
ORD-3824,2024-08-28,2024-09-04,First Class,CUS-1934,Customer_257,Home Office,Central,Furniture,Table,Table - Furniture,821.94,2,0.0,185.02
ORD-3825,2023-05-24,2023-05-26,Same Day,CUS-1177,Customer_11,Consumer,West,Technology,Laptop,Laptop - Technology,2143.32,2,0.0,369.1
ORD-3826,2022-10-26,2022-10-28,Same Day,CUS-1413,Customer_497,Home Office,East,Office Supplies,Binders,Binders - Office Supplies,53.27,3,0.1,21.66
ORD-3827,2023-05-04,2023-05-10,Second Class,CUS-1447,Customer_338,Consumer,Central,Office Supplies,Pens,Pens - Office Supplies,302.62,6,0.05,120.97
ORD-3828,2024-04-27,2024-05-02,Standard Class,CUS-1308,Customer_302,Consumer,East,Technology,Laptop,Laptop - Technology,1115.27,1,0.1,285.37
ORD-3829,2024-04-25,2024-04-29,Second Class,CUS-1170,Customer_93,Consumer,Central,Furniture,Desk,Desk - Furniture,1177.11,2,0.1,130.51
ORD-3830,2022-09-20,2022-09-21,Same Day,CUS-1685,Customer_351,Consumer,South,Furniture,Cabinet,Cabinet - Furniture,660.69,1,0.0,73.88
ORD-3831,2023-11-16,2023-11-18,Second Class,CUS-1438,Customer_197,Home Office,Central,Furniture,Desk,Desk - Furniture,286.92,1,0.15,60.25
ORD-3832,2024-09-14,2024-09-16,Same Day,CUS-1300,Customer_368,Home Office,Central,Furniture,Cabinet,Cabinet - Furniture,2512.7,4,0.1,548.37
ORD-3833,2023-12-06,2023-12-13,Same Day,CUS-1763,Customer_492,Corporate,East,Technology,Printer,Printer - Technology,585.42,3,0.1,113.17
ORD-3834,2022-04-09,2022-04-10,First Class,CUS-1526,Customer_438,Corporate,West,Furniture,Bookshelf,Bookshelf - Furniture,1477.8,2,0.05,186.22
ORD-3835,2022-10-13,2022-10-16,First Class,CUS-1850,Customer_85,Consumer,Central,Furniture,Table,Table - Furniture,286.0,2,0.1,36.37
ORD-3836,2024-06-10,2024-06-15,Standard Class,CUS-1493,Customer_267,Corporate,East,Technology,Printer,Printer - Technology,262.78,2,0.0,63.81
ORD-3837,2022-04-03,2022-04-08,Same Day,CUS-1194,Customer_74,Corporate,East,Furniture,Chair,Chair - Furniture,1006.02,4,0.05,185.1
ORD-3838,2024-05-24,2024-05-26,First Class,CUS-1513,Customer_483,Home Office,South,Office Supplies,Paper,Paper - Office Supplies,75.77,7,0.05,21.96
ORD-3839,2024-03-14,2024-03-20,Same Day,CUS-1664,Customer_263,Home Office,Central,Office Supplies,Paper,Paper - Office Supplies,590.47,8,0.15,200.24
ORD-3840,2024-06-05,2024-06-08,Standard Class,CUS-1195,Customer_477,Consumer,East,Furniture,Table,Table - Furniture,2585.19,4,0.0,526.0
ORD-3841,2024-07-22,2024-07-28,Second Class,CUS-1352,Customer_410,Corporate,East,Technology,Keyboard,Keyboard - Technology,1451.54,2,0.0,335.51
ORD-3842,2024-08-17,2024-08-18,First Class,CUS-1790,Customer_407,Consumer,West,Office Supplies,Binders,Binders - Office Supplies,266.5,3,0.1,116.27
ORD-3843,2024-06-27,2024-06-29,Same Day,CUS-1495,Customer_480,Corporate,Central,Office Supplies,Paper,Paper - Office Supplies,202.52,3,0.15,78.58
